序号	方向	层级	出现轮次	累计触发	累计命中	综合命中率	平均命中率	波动	综合评分	各状态命中率	估算总盈亏	条件组合
127	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比>1.8（严格）
128	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
129	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
130	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI温和<50（宽松） & 量比>1.8（严格）
131	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI温和<45（严格） & 量比>1.8（严格）
132	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & 量比>1.8（严格）
133	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & 量比>1.8（严格）
134	做空	精品	2	16	10	62.5%	62.5%	0.000	79.6	多头57%	+3.44%	偏离MA5温和>0.3%（宽松） & 连续阳线≥3（严格） & KDJ-K>75（严格） & 量比>1.8（严格）
135	做空	精品	2	16	10	62.5%	62.5%	0.000	79.6	多头57%	+3.44%	偏离MA5温和>0.3%（宽松） & 连续阳线≥3（严格） & KDJ-J>75（宽松） & 量比>1.8（严格）
136	做空	精品	2	16	10	62.5%	62.5%	0.000	79.6	多头62%	+3.44%	ATR波动率比>1.8（严格） & 布林中区>0.60（宽松） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & RSI温和>55（严格）
137	做空	精品	2	16	10	62.5%	62.5%	0.000	79.6	⚠多头50%  震荡100%	+3.44%	偏离MA5温和>0.3%（宽松） & KDJ-J>85（严格） & 上影线/实体>1.5（宽松）
138	做多	精品	3	32	27	84.4%	85.4%	0.029	79.5	空头92%  ⚠震荡57%	+10.28%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格）
139	做多	精品	4	50	36	72.0%	72.0%	0.016	79.4	空头78%  震荡65%	+7.40%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & OBV方向买压（宽松） & 量比>1.3（宽松）
140	做多	精品	2	32	24	75.0%	74.9%	0.016	79.3	空头82%  ⚠震荡60%	+6.08%	偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比>1.3（宽松）
141	做多	精品	2	32	24	75.0%	74.9%	0.016	79.3	空头83%  ⚠震荡50%	+6.08%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松）
142	做多	精品	2	32	24	75.0%	74.9%	0.016	79.3	空头83%  ⚠震荡50%	+6.08%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格）
143	做多	精品	2	32	24	75.0%	74.9%	0.016	79.3	空头80%  ⚠震荡60%	+6.08%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松）
144	做多	精品	2	32	24	75.0%	74.9%	0.016	79.3	空头80%  ⚠震荡60%	+6.08%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松）
145	做多	精品	2	22	18	81.8%	81.7%	0.017	79.3	空头89%	+6.28%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI<30（严格） & 量比>1.8（严格）
146	做多	精品	2	22	18	81.8%	81.7%	0.017	79.3	空头89%	+6.28%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI<30（严格） & 量比>1.8（严格）
147	做多	精品	2	22	18	81.8%	81.7%	0.017	79.3	空头89%	+6.28%	偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格） & 量比>1.8（严格）
148	做多	精品	3	41	30	73.2%	73.1%	0.015	79.2	空头79%  ⚠震荡58%	+6.74%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.3（宽松）
149	做多	精品	3	41	30	73.2%	73.1%	0.015	79.2	空头79%  ⚠震荡58%	+6.74%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.3（宽松）
150	做多	精品	3	41	30	73.2%	73.1%	0.015	79.2	空头79%  ⚠震荡58%	+6.74%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.3（宽松）
151	做多	精品	3	41	30	73.2%	73.1%	0.015	79.2	空头79%  ⚠震荡58%	+6.74%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松） & 量比>1.3（宽松）
152	做多	精品	3	41	30	73.2%	73.1%	0.015	79.2	空头79%  ⚠震荡58%	+6.74%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<45（严格） & 量比>1.3（宽松）
153	做多	精品	2	26	20	76.9%	76.8%	0.018	79.0	空头88%  ⚠震荡60%	+5.64%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & 量比>1.8（严格）
154	做多	精品	2	26	20	76.9%	76.8%	0.018	79.0	空头89%  ⚠震荡50%	+5.64%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI<40（宽松） & 量比>1.8（严格）
155	做多	精品	2	26	20	76.9%	76.8%	0.018	79.0	空头88%  ⚠震荡60%	+5.64%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI<40（宽松） & 量比>1.8（严格）
156	做多	精品	2	26	20	76.9%	76.8%	0.018	79.0	空头89%  ⚠震荡50%	+5.64%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.8（严格）
157	做多	精品	2	22	16	72.7%	72.7%	0.000	78.9	空头86%  ⚠震荡50%	+3.48%	布林中区<0.35（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
158	做多	精品	2	22	16	72.7%	72.7%	0.000	78.9	空头83%  ⚠震荡60%	+3.48%	ATR波动率比>1.2（宽松） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
159	做多	精品	2	22	16	72.7%	72.7%	0.000	78.9	空头86%  ⚠震荡50%	+3.48%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松）
160	做多	精品	3	48	35	72.9%	72.9%	0.015	78.7	空头76%  ⚠震荡62%	+7.72%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
161	做多	精品	3	48	35	72.9%	72.9%	0.015	78.7	空头76%  ⚠震荡62%	+7.72%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
162	做多	精品	1	15	12	80.0%	80.0%	0.000	78.7	空头80%  震荡80%	+3.90%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格）
163	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头80%  震荡80%	+2.60%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比>1.8（严格）
164	做多	精品	1	18	14	77.8%	77.8%	0.000	78.7	空头75%  震荡80%	+4.12%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & RSI<30（严格）
165	做多	精品	1	18	14	77.8%	77.8%	0.000	78.7	空头75%  震荡80%	+4.12%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<15（严格） & RSI<30（严格）
166	做多	精品	1	18	14	77.8%	77.8%	0.000	78.7	空头73%  震荡83%	+4.12%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比>1.3（宽松）
167	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头80%	+2.06%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格） & 量比>1.8（严格）
168	做多	精品	1	18	14	77.8%	77.8%	0.000	78.7	空头73%  震荡83%	+4.12%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比温和>1.1（宽松）
169	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头67%	+2.06%	KDJ-K<35（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格）
170	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡100%	+2.06%	布林位置<0.25（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
171	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头71%	+2.06%	布林中区<0.35（严格） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<45（严格）
172	做多	精品	1	13	10	76.9%	76.9%	0.000	78.7	空头67%  震荡86%	+2.82%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格） & 量比>1.8（严格）
173	做多	精品	1	17	13	76.5%	76.5%	0.000	78.7	空头83%  ⚠震荡60%	+3.58%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格）
174	做多	精品	1	17	13	76.5%	76.5%	0.000	78.7	空头75%  震荡80%	+3.58%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格） & RSI<30（严格）
175	做多	精品	1	17	13	76.5%	76.5%	0.000	78.7	空头75%  震荡80%	+3.58%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格）
176	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	空头73%  震荡80%	+3.04%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格） & 量比>1.3（宽松）
177	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	空头73%  震荡80%	+3.04%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格） & 量比温和>1.1（宽松）
178	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头75%	+2.28%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.8（严格）
179	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	震荡83%	+1.52%	KDJ-J<15（严格） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
180	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	布林位置<0.25（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格）
181	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	⚠空头60%  震荡100%	+3.04%	布林中区<0.35（严格） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格）
182	做空	精品	1	8	6	75.0%	75.0%	0.000	78.7	多头80%	+3.12%	连续阳线≥3（严格） & MA5斜率向上（宽松） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松） & RSI>60（宽松）
183	做空	精品	1	8	6	75.0%	75.0%	0.000	78.7	多头80%	+3.12%	ATR波动率比>1.8（严格） & 布林中区>0.60（宽松） & KDJ-K>65（宽松） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松）
184	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	多头80%	+3.46%	偏离MA5温和<-0.3%（宽松） & KDJ-J<15（严格） & OBV方向买压（宽松）
185	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头86%	+2.06%	偏离MA5温和<-0.5%（严格） & KDJ-K<25（严格） & 量比>1.8（严格）
186	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头88%	+2.06%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & RSI<30（严格） & 量比>1.8（严格）
187	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头86%	+2.06%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & KDJ-K<35（宽松） & RSI<30（严格） & 量比>1.8（严格）
188	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头88%	+2.06%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & KDJ-J<25（宽松） & RSI<30（严格） & 量比>1.8（严格）
189	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头83%	+1.52%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<30（严格）
190	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头83%	+1.52%	偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & 量比>1.8（严格）
191	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
192	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & 量比>1.3（宽松）
193	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & 量比>1.8（严格）
194	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松）
195	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松）
196	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & 量比温和>1.1（宽松）
197	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	KDJ-J<25（宽松） & MACD柱翻正（严格） & OBV方向买压（宽松） & RSI温和<50（宽松）
198	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
199	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
200	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<45（严格）
201	做多	精品	1	10	9	90.0%	90.0%	0.000	78.7	空头100%	+4.00%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松）
202	做多	精品	1	10	9	90.0%	90.0%	0.000	78.7	空头83%	+4.00%	ATR波动率比>1.8（严格） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
203	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头88%	+3.46%	布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.3（宽松）
204	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头100%	+3.46%	ATR波动率比>1.2（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松）
205	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头80%	+3.46%	ATR波动率比>1.8（严格） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
206	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头80%	+3.46%	ATR波动率比>1.8（严格） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比温和>1.1（宽松）
207	做多	精品	1	19	16	84.2%	84.2%	0.000	78.7	空头83%  震荡86%	+6.06%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
208	做多	精品	1	12	10	83.3%	83.3%	0.000	78.7	空头83%  震荡83%	+3.68%	ATR波动率比>1.8（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
209	做多	精品	1	11	9	81.8%	81.8%	0.000	78.7	空头80%	+3.14%	MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比>1.3（宽松）
210	做多	精品	1	11	9	81.8%	81.8%	0.000	78.7	空头71%	+3.14%	布林位置<0.25（宽松） & KDJ-K<25（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
211	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头71%	+2.60%	ATR波动率比>1.2（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松）
212	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头88%	+2.60%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格）
213	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头67%	+2.60%	布林位置<0.15（严格） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松） & 量比>1.8（严格）
214	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头75%	+3.36%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比温和>1.1（宽松）
215	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头83%	+3.36%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<45（严格）
216	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头78%	+2.06%	ATR波动率比>1.2（宽松） & KDJ-K<35（宽松） & MACD柱翻正（严格） & RSI<30（严格）
217	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头78%	+2.06%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & MACD柱翻正（严格） & RSI<30（严格）
218	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头78%	+2.06%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & MACD柱翻正（严格） & RSI<30（严格）
219	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头83%	+2.06%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松）
220	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头83%	+2.06%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-J<15（严格） & KDJ-K<35（宽松）
221	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头88%	+2.06%	偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格） & RSI温和<50（宽松）
222	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头86%	+2.06%	ATR波动率比>1.8（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<50（宽松）
223	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头75%	+2.06%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
224	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头75%	+2.06%	布林中区<0.40（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.3（宽松）
225	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡71%	+2.06%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<45（严格）
226	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡83%	+2.06%	布林中区<0.40（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
227	做多	精品	1	13	10	76.9%	76.9%	0.000	78.7	空头78%	+2.82%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比>1.3（宽松）
228	做多	精品	1	13	10	76.9%	76.9%	0.000	78.7	空头75%  震荡80%	+2.82%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
229	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.8（严格）
230	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格） & RSI<40（宽松）
231	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头83%	+1.52%	ATR波动率比>1.2（宽松） & KDJ-K<25（严格） & MACD柱翻正（严格） & RSI<40（宽松）
232	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<35（宽松） & RSI<30（严格）
233	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格）
234	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格）
235	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格） & RSI温和<45（严格）
236	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	⚠空头60%	+1.52%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
237	做多	精品	1	20	15	75.0%	75.0%	0.000	78.7	空头75%  震荡75%	+3.80%	ATR波动率比>1.2（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松）
238	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头80%	+2.28%	KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
239	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头80%	+2.28%	布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
240	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & KDJ-J<15（严格） & KDJ-K<35（宽松）
241	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	ATR波动率比>1.8（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
242	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	ATR波动率比>1.8（严格） & 布林中区<0.35（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松）
243	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	⚠空头62%  震荡88%	+3.04%	KDJ-K<25（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<50（宽松）
244	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	KDJ-K<25（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比温和>1.1（宽松）
245	做多	精品	1	20	15	75.0%	75.0%	0.000	78.7	空头71%  震荡83%	+3.80%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
246	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头67%	+2.28%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比温和>1.1（宽松）
247	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头71%  震荡80%	+2.28%	ATR波动率比>1.8（严格） & 布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
248	做空	精品	1	10	8	80.0%	80.0%	0.000	78.7	多头67%	+4.60%	KDJ-J>85（严格） & MA5斜率>0.05%（严格） & MACD柱翻负（严格）
249	做空	精品	1	10	7	70.0%	70.0%	0.000	78.7	多头60%	+3.20%	连续阳线≥2（宽松） & MACD柱<0(空头)（宽松） & RSI>60（宽松） & 上影线/实体>2.5（严格） & 量比>1.3（宽松）
250	做空	精品	1	12	8	66.7%	66.7%	0.000	78.7	⚠多头50%	+3.28%	KDJ-J>75（宽松） & KDJ-K>75（严格） & MA5斜率>0.05%（严格） & MACD柱翻负（严格）
