序号	方向	层级	出现轮次	累计触发	累计命中	综合命中率	平均命中率	波动	综合评分	各状态命中率	估算总盈亏	条件组合
124	做多	精品	3	37	29	78.4%	78.6%	0.023	81.2	多头100%  ⚠空头50%  震荡83%	+8.78%	布林位置<0.25（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & MACD柱>0(多头)（宽松）
125	做空	精品	4	62	42	67.7%	66.7%	0.034	81.2	多头68%  空头56%  震荡78%	+17.88%	偏离MA5温和>0.3%（宽松） & 连续阳线≥2（宽松） & OBV方向卖压（宽松） & RSI温和>50（宽松）
126	做多	精品	13	211	153	72.5%	71.9%	0.046	81.1	空头76%  ⚠震荡60%	+32.74%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI<40（宽松）
127	做多	精品	6	59	44	74.6%	74.6%	0.047	81.0	⚠多头50%  空头83%  震荡75%	+10.86%	偏离MA5温和<-0.3%（宽松） & KDJ-K<35（宽松） & MACD柱>0(多头)（宽松）
128	做多	优质	15	337	239	70.9%	72.5%	0.051	81.0	空头73%  ⚠震荡58%	+44.78%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格）
129	做多	精品	3	29	22	75.9%	76.1%	0.024	81.0	空头78%  震荡67%	+5.86%	ATR波动率比>1.2（宽松） & 布林位置<0.15（严格） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松）
130	做多	精品	6	56	40	71.4%	71.7%	0.024	80.9	空头71%	+7.84%	ATR波动率比>1.2（宽松） & 偏离MA5<-1.0%（宽松） & KDJ-K<35（宽松）
131	做多	精品	9	114	82	71.9%	71.8%	0.042	80.9	空头77%  ⚠震荡60%	+16.76%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI<40（宽松） & 量比>1.8（严格）
132	做空	精品	5	126	76	60.3%	60.9%	0.018	80.9	多头62%  震荡52%	+23.24%	偏离MA5温和>0.5%（严格） & 连续阳线≥2（宽松） & KDJ-K>75（严格） & MA5斜率向上（宽松）
133	做多	精品	14	228	167	73.2%	72.4%	0.051	80.8	空头76%  ⚠震荡61%	+37.72%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松）
134	做多	精品	14	244	179	73.4%	72.5%	0.052	80.8	空头76%  ⚠震荡61%	+40.76%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI温和<50（宽松）
135	做空	精品	3	37	24	64.9%	65.0%	0.024	80.8	多头58%  震荡100%	+9.18%	布林位置>0.85（严格） & 偏离MA5温和>0.5%（严格） & MA5斜率>0.05%（严格） & RSI>60（宽松）
136	做多	优质	16	434	306	70.5%	72.7%	0.053	80.8	多头85%  空头73%  ⚠震荡55%	+55.16%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 量比温和>1.1（宽松）
137	做空	精品	7	127	77	60.6%	61.1%	0.033	80.8	多头64%  ⚠空头44%  震荡69%	+23.98%	布林中区>0.60（宽松） & 偏离MA5温和>0.3%（宽松） & OBV方向卖压（宽松）
138	做多	优质	16	428	302	70.6%	72.6%	0.053	80.8	多头94%  空头73%  ⚠震荡55%	+54.72%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & 量比温和>1.1（宽松）
139	做空	精品	10	133	83	62.4%	60.7%	0.045	80.7	多头58%  震荡80%	+28.42%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥2（宽松） & KDJ-J>85（严格） & MA5斜率>0.05%（严格）
140	做多	精品	15	336	239	71.1%	72.8%	0.055	80.7	空头74%  ⚠震荡58%	+45.64%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松）
141	做多	精品	8	102	74	72.5%	72.3%	0.042	80.5	空头78%  ⚠震荡44%	+15.88%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<25（严格）
142	做多	优质	13	244	173	70.9%	70.5%	0.037	80.5	空头73%  ⚠震荡48%	+32.36%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & RSI<30（严格） & 量比>1.3（宽松）
143	做空	精品	6	58	37	63.8%	63.7%	0.044	80.4	多头70%  空头53%  震荡100%	+13.52%	偏离MA5温和>0.5%（严格） & OBV方向卖压（宽松）
144	做多	优质	14	221	151	68.3%	68.6%	0.022	80.4	多头72%  空头68%  ⚠震荡60%	+21.34%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & MACD柱>0(多头)（宽松）
145	做多	优质	12	184	130	70.7%	73.0%	0.057	80.3	空头72%  震荡66%	+23.76%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率向下（宽松）
146	做多	精品	5	56	43	76.8%	77.0%	0.046	80.3	空头74%  震荡100%	+12.04%	MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<30（严格）
147	做空	精品	5	51	36	70.6%	69.9%	0.046	80.2	多头59%  震荡89%	+16.74%	连续阳线≥3（严格） & KDJ-K>75（严格） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & 量比>1.3（宽松）
148	做空	精品	3	25	16	64.0%	63.9%	0.020	80.2	多头54%  空头75%	+5.90%	ATR波动率比>1.2（宽松） & 布林位置>0.75（宽松） & 偏离MA5温和>0.3%（宽松） & MACD柱<0(空头)（宽松） & 量比温和>1.1（宽松）
149	做空	精品	3	44	28	63.6%	63.9%	0.020	80.2	⚠多头48%  空头62%  震荡100%	+10.16%	布林中区>0.60（宽松） & 偏离MA5温和>0.3%（宽松） & OBV方向卖压（宽松） & 量比温和>1.1（宽松）
150	做多	精品	3	27	23	85.2%	85.6%	0.027	80.2	空头81%  震荡91%	+8.98%	KDJ-K<35（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
151	做多	优质	15	207	146	70.5%	72.9%	0.058	80.2	空头74%  ⚠震荡59%	+26.38%	ATR波动率比>1.2（宽松） & 布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI温和<50（宽松）
152	做多	精品	4	38	28	73.7%	73.9%	0.029	80.1	空头73%	+6.52%	ATR波动率比>1.8（严格） & 偏离MA5<-1.0%（宽松） & MA5斜率向下（宽松）
153	做多	精品	4	38	28	73.7%	73.9%	0.029	80.1	空头73%	+6.52%	ATR波动率比>1.2（宽松） & 偏离MA5<-1.0%（宽松） & MA5斜率向下（宽松） & RSI<40（宽松）
154	做多	精品	13	238	171	71.8%	72.4%	0.054	80.1	多头100%  空头74%  ⚠震荡60%	+34.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
155	做多	精品	8	77	55	71.4%	71.5%	0.038	80.0	空头71%  震荡73%	+10.78%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & RSI<40（宽松） & 量比>1.3（宽松）
156	做多	精品	8	100	73	73.0%	73.6%	0.055	79.9	多头73%  空头76%  震荡68%	+16.20%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & 偏离MA5温和<-0.3%（宽松） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
157	做空	精品	7	94	58	61.7%	60.9%	0.035	79.8	多头58%  震荡80%	+19.16%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & MA5斜率>0.05%（严格） & 量比温和>1.1（宽松）
158	做多	优质	15	342	241	70.5%	72.0%	0.051	79.8	空头73%  ⚠震荡59%	+43.28%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松）
159	做空	精品	7	97	59	60.8%	60.1%	0.030	79.8	多头58%  震荡75%	+18.58%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & MA5斜率向上（宽松） & 量比温和>1.1（宽松）
160	做多	优质	14	201	142	70.6%	72.7%	0.058	79.8	空头74%  ⚠震荡57%	+25.94%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格）
161	做空	精品	4	62	38	61.3%	61.7%	0.018	79.8	多头65%  ⚠震荡50%	+12.28%	布林中区>0.60（宽松） & 偏离MA5温和>0.3%（宽松） & MA5斜率向上（宽松） & OBV方向卖压（宽松）
162	做空	精品	5	65	39	60.0%	61.2%	0.023	79.8	⚠多头48%  震荡100%	+11.70%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & KDJ-J>85（严格） & KDJ-K>65（宽松） & 量比>1.3（宽松）
163	做多	优质	13	191	135	70.7%	72.7%	0.057	79.7	空头72%  震荡64%	+24.74%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格）
164	做多	优质	15	341	241	70.7%	72.2%	0.053	79.7	空头73%  ⚠震荡59%	+44.14%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI温和<50（宽松）
165	做多	优质	17	421	298	70.8%	72.0%	0.052	79.7	多头87%  空头74%  ⚠震荡55%	+55.14%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & RSI温和<45（严格） & 量比温和>1.1（宽松）
166	做多	精品	14	222	161	72.5%	71.9%	0.051	79.7	空头76%  ⚠震荡59%	+34.48%	偏离MA5温和<-0.5%（严格） & MA5斜率<-0.05%（严格） & RSI<40（宽松）
167	做多	优质	14	200	141	70.5%	72.8%	0.059	79.6	空头74%  ⚠震荡59%	+25.40%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI温和<45（严格）
168	做多	优质	17	424	299	70.5%	72.0%	0.053	79.6	多头87%  空头73%  ⚠震荡55%	+53.96%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
169	做空	精品	7	99	59	59.6%	59.2%	0.026	79.6	多头56%  空头60%  震荡75%	+17.26%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & RSI>60（宽松） & 量比温和>1.1（宽松）
170	做多	精品	11	156	113	72.4%	72.1%	0.053	79.5	空头76%  ⚠震荡58%	+24.04%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
171	做多	精品	8	77	58	75.3%	74.5%	0.064	79.5	空头77%  震荡71%	+14.98%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松）
172	做空	精品	4	48	29	60.4%	61.5%	0.018	79.4	多头55%  震荡92%	+8.92%	偏离MA5温和>0.3%（宽松） & KDJ-J>85（严格） & 上影线/实体>1.5（宽松）
173	做多	优质	5	88	62	70.5%	70.6%	0.014	79.4	空头70%  震荡71%	+11.12%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.3（宽松）
174	做空	精品	6	158	94	59.5%	59.4%	0.021	79.3	多头57%  空头59%  震荡72%	+27.32%	偏离MA5温和>0.3%（宽松） & 连续阳线≥3（严格） & OBV方向卖压（宽松）
175	做多	精品	3	30	23	76.7%	76.8%	0.030	79.2	空头76%  震荡80%	+6.40%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<45（严格）
176	做空	精品	4	46	28	60.9%	61.0%	0.016	79.2	多头75%  空头60%  ⚠震荡33%	+8.84%	布林位置>0.75（宽松） & 偏离MA5>1.0%（宽松）
177	做空	精品	4	46	28	60.9%	61.0%	0.016	79.2	多头75%  空头60%  ⚠震荡33%	+8.84%	偏离MA5>1.0%（宽松） & RSI温和>50（宽松）
178	做空	精品	4	46	28	60.9%	61.0%	0.016	79.2	多头75%  空头60%  ⚠震荡33%	+8.84%	布林中区>0.60（宽松） & 偏离MA5>1.0%（宽松）
179	做空	精品	4	54	34	63.0%	62.6%	0.026	79.1	多头67%	+11.96%	KDJ-J>75（宽松） & KDJ-K>75（严格） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & RSI>70（严格）
180	做多	优质	8	97	68	70.1%	70.3%	0.031	79.1	多头83%  空头68%	+11.78%	ATR波动率比>1.2（宽松） & 偏离MA5<-1.0%（宽松）
181	做多	优质	8	97	68	70.1%	70.3%	0.031	79.1	多头83%  空头68%	+11.78%	偏离MA5<-1.0%（宽松） & 偏离MA5温和<-0.3%（宽松）
182	做空	精品	3	50	30	60.0%	60.0%	0.000	79.0	⚠多头49%  震荡100%	+9.00%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & KDJ-J>75（宽松） & KDJ-K>65（宽松） & MA5斜率>0.05%（严格）
183	做空	精品	4	40	28	70.0%	69.5%	0.042	79.0	多头75%  空头86%  ⚠震荡44%	+12.80%	ATR波动率比>1.2（宽松） & 布林位置>0.75（宽松） & 偏离MA5>1.0%（宽松）
184	做空	精品	4	40	28	70.0%	69.5%	0.042	79.0	多头75%  空头86%  ⚠震荡44%	+12.80%	ATR波动率比>1.2（宽松） & 偏离MA5>1.0%（宽松） & RSI温和>50（宽松）
185	做空	精品	4	40	28	70.0%	69.5%	0.042	79.0	多头75%  空头86%  ⚠震荡44%	+12.80%	ATR波动率比>1.2（宽松） & 布林中区>0.60（宽松） & 偏离MA5>1.0%（宽松）
186	做多	优质	15	210	148	70.5%	72.5%	0.058	79.0	空头73%  ⚠震荡59%	+26.60%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI温和<50（宽松）
187	做多	优质	14	249	176	70.7%	70.2%	0.040	78.9	⚠多头59%  空头75%  ⚠震荡59%	+32.26%	偏离MA5温和<-0.5%（严格） & RSI<40（宽松）
188	做多	精品	14	283	203	71.7%	72.6%	0.060	78.8	空头75%  ⚠震荡58%	+40.82%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & RSI温和<45（严格） & 量比>1.8（严格）
