序号	方向	层级	出现轮次	累计触发	累计命中	综合命中率	平均命中率	波动	综合评分	各状态命中率	估算总盈亏	条件组合
235	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头82%	+3.36%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
236	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头82%	+3.36%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & 量比温和>1.1（宽松）
237	做多	精品	1	18	14	77.8%	77.8%	0.000	78.7	空头75%  震荡80%	+4.12%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & RSI<30（严格）
238	做多	精品	1	18	14	77.8%	77.8%	0.000	78.7	空头73%  震荡83%	+4.12%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比>1.3（宽松）
239	做多	精品	1	18	14	77.8%	77.8%	0.000	78.7	空头73%  震荡83%	+4.12%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比温和>1.1（宽松）
240	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头67%	+2.06%	KDJ-K<35（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格）
241	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡100%	+2.06%	布林位置<0.25（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
242	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头71%	+2.06%	布林中区<0.35（严格） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<45（严格）
243	做多	精品	1	13	10	76.9%	76.9%	0.000	78.7	空头80%	+2.82%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
244	做多	精品	1	13	10	76.9%	76.9%	0.000	78.7	空头80%	+2.82%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & RSI<40（宽松）
245	做多	精品	1	13	10	76.9%	76.9%	0.000	78.7	空头67%  震荡86%	+2.82%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格） & 量比>1.8（严格）
246	做多	精品	1	17	13	76.5%	76.5%	0.000	78.7	空头83%  ⚠震荡60%	+3.58%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格）
247	做多	精品	1	17	13	76.5%	76.5%	0.000	78.7	空头75%  震荡80%	+3.58%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格） & RSI<30（严格）
248	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	空头83%	+3.04%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松）
249	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头75%	+2.28%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.8（严格）
250	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	布林位置<0.25（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格）
251	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	⚠空头60%  震荡100%	+3.04%	布林中区<0.35（严格） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格）
252	做空	精品	1	8	6	75.0%	75.0%	0.000	78.7	多头80%	+3.12%	连续阳线≥3（严格） & MA5斜率向上（宽松） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松） & RSI>60（宽松）
253	做空	精品	1	8	6	75.0%	75.0%	0.000	78.7	多头80%	+3.12%	ATR波动率比>1.8（严格） & 布林中区>0.60（宽松） & KDJ-K>65（宽松） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松）
254	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	多头80%	+2.92%	偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-J<15（严格） & OBV方向买压（宽松）
255	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头83%	+1.52%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<30（严格）
256	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & RSI<40（宽松）
257	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	KDJ-J<25（宽松） & MACD柱翻正（严格） & OBV方向买压（宽松） & RSI温和<50（宽松）
258	做多	精品	1	10	9	90.0%	90.0%	0.000	78.7	空头100%	+4.00%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松）
259	做多	精品	1	10	9	90.0%	90.0%	0.000	78.7	空头83%	+4.00%	ATR波动率比>1.8（严格） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
260	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头88%	+3.46%	布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.3（宽松）
261	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头100%	+3.46%	ATR波动率比>1.2（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松）
262	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头86%	+3.46%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.3（宽松）
263	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头80%	+3.46%	ATR波动率比>1.8（严格） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
264	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头80%	+3.46%	ATR波动率比>1.8（严格） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比温和>1.1（宽松）
265	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	空头86%	+2.92%	KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比>1.3（宽松）
266	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	空头100%	+2.92%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松）
267	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	空头86%	+2.92%	布林中区<0.35（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.3（宽松）
268	做多	精品	1	19	16	84.2%	84.2%	0.000	78.7	空头83%  震荡86%	+6.06%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
269	做多	精品	1	12	10	83.3%	83.3%	0.000	78.7	空头83%  震荡83%	+3.68%	ATR波动率比>1.8（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
270	做多	精品	1	11	9	81.8%	81.8%	0.000	78.7	空头80%	+3.14%	MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比>1.3（宽松）
271	做多	精品	1	11	9	81.8%	81.8%	0.000	78.7	空头71%	+3.14%	布林位置<0.25（宽松） & KDJ-K<25（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
272	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头78%	+2.60%	布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比>1.3（宽松）
273	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头67%	+2.60%	布林位置<0.15（严格） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松） & 量比>1.8（严格）
274	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头88%	+2.60%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<45（严格）
275	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头83%	+3.36%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<45（严格）
276	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头78%	+2.06%	ATR波动率比>1.2（宽松） & KDJ-K<35（宽松） & MACD柱翻正（严格） & RSI<30（严格）
277	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头78%	+2.06%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & MACD柱翻正（严格） & RSI<30（严格）
278	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头83%	+2.06%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松）
279	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头88%	+2.06%	偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格） & RSI温和<50（宽松）
280	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头86%	+2.06%	ATR波动率比>1.8（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<50（宽松）
281	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头75%	+2.06%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
282	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头75%	+2.06%	布林中区<0.40（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.3（宽松）
283	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡83%	+2.06%	布林中区<0.40（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
284	做多	精品	1	13	10	76.9%	76.9%	0.000	78.7	空头75%  震荡80%	+2.82%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
285	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & 量比>1.8（严格）
286	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格） & RSI<40（宽松）
287	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头83%	+1.52%	ATR波动率比>1.2（宽松） & KDJ-K<25（严格） & MACD柱翻正（严格） & RSI<40（宽松）
288	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格）
289	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头86%	+1.52%	偏离MA5温和<-0.5%（严格） & KDJ-J<15（严格） & KDJ-K<25（严格） & RSI温和<45（严格）
290	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	⚠空头60%	+1.52%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
291	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头80%	+2.28%	KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
292	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头80%	+2.28%	布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
293	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	ATR波动率比>1.8（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
294	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	⚠空头62%  震荡88%	+3.04%	KDJ-K<25（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<50（宽松）
295	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	KDJ-K<25（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比温和>1.1（宽松）
296	做多	精品	1	20	15	75.0%	75.0%	0.000	78.7	空头71%  震荡83%	+3.80%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
297	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头67%	+2.28%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比温和>1.1（宽松）
298	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头71%  震荡80%	+2.28%	ATR波动率比>1.8（严格） & 布林中区<0.40（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
299	做空	精品	1	10	7	70.0%	70.0%	0.000	78.7	多头60%	+3.20%	连续阳线≥2（宽松） & MACD柱<0(空头)（宽松） & RSI>60（宽松） & 上影线/实体>2.5（严格） & 量比>1.3（宽松）
300	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	-	+2.46%	布林中区>0.60（宽松） & 偏离MA5温和>0.3%（宽松） & KDJ-J>75（宽松） & OBV方向卖压（宽松）
301	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	-	+2.46%	连续阳线≥3（严格） & MACD柱<0(空头)（宽松） & RSI>60（宽松） & 上影线/实体>2.5（严格） & 量比温和>1.1（宽松）
302	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	-	+2.46%	ATR波动率比>1.8（严格） & KDJ-J>75（宽松） & MACD柱<0(空头)（宽松） & OBV方向卖压（宽松） & RSI温和>55（严格）
303	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	-	+3.46%	布林位置<0.25（宽松） & KDJ-J<25（宽松） & 下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
304	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	-	+2.92%	ATR波动率比>1.2（宽松） & 布林位置<0.15（严格） & KDJ-K<25（严格） & MACD柱>0(多头)（宽松） & 量比温和>1.1（宽松）
305	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	空头80%	+2.92%	布林位置<0.25（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
306	做多	精品	1	13	11	84.6%	84.6%	0.000	78.7	空头80%	+4.22%	布林位置<0.25（宽松） & 连续阴线≥2（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松）
307	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头80%	+2.60%	布林位置<0.25（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松）
308	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头83%  震荡86%	+3.36%	布林位置<0.25（宽松） & 连续阴线≥2（宽松） & 下影线/实体>1.5（宽松） & OBV方向买压（宽松） & 量比温和>1.1（宽松）
309	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头100%	+2.06%	偏离MA5温和<-0.3%（宽松） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松）
310	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡80%	+2.06%	布林位置<0.15（严格） & 连续阴线≥2（宽松） & 下影线/实体>1.5（宽松） & OBV方向买压（宽松）
311	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头80%	+2.06%	ATR波动率比>1.2（宽松） & KDJ-K<25（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
312	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头83%	+2.06%	KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
313	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡83%	+2.06%	布林中区<0.40（宽松） & 连续阴线≥2（宽松） & 下影线/实体>1.5（宽松） & OBV方向买压（宽松） & 量比>1.3（宽松）
314	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡83%	+2.06%	连续阴线≥2（宽松） & 下影线/实体>2.5（严格） & OBV方向买压（宽松） & RSI温和<50（宽松） & 量比>1.3（宽松）
315	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡100%	+2.06%	布林中区<0.40（宽松） & 连续阴线≥2（宽松） & 下影线/实体>2.5（严格） & OBV方向买压（宽松） & 量比温和>1.1（宽松）
316	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	⚠空头60%	+1.52%	ATR波动率比>1.2（宽松） & MA5斜率向下（宽松） & MACD柱>0(多头)（宽松） & RSI<30（严格）
317	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头80%	+1.52%	ATR波动率比>1.2（宽松） & KDJ-K<25（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比>1.3（宽松）
318	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	空头78%  震荡67%	+3.04%	布林中区<0.35（严格） & KDJ-K<35（宽松） & MACD柱翻正（严格） & OBV方向买压（宽松） & RSI温和<50（宽松）
319	做多	精品	1	12	9	75.0%	75.0%	0.000	78.7	空头86%  ⚠震荡60%	+2.28%	ATR波动率比>1.2（宽松） & 布林位置<0.15（严格） & KDJ-J<25（宽松） & KDJ-K<25（严格） & MACD柱>0(多头)（宽松）
320	做多	精品	1	24	18	75.0%	75.0%	0.000	78.7	空头67%  震荡89%	+4.56%	布林位置<0.25（宽松） & 连续阴线≥2（宽松） & 下影线/实体>1.5（宽松） & MA5斜率向下（宽松） & OBV方向买压（宽松）
321	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	-	+1.52%	布林位置<0.15（严格） & 连续阴线≥2（宽松） & 下影线/实体>1.5（宽松） & OBV方向买压（宽松） & RSI温和<45（严格）
322	做空	精品	1	8	7	87.5%	87.5%	0.000	78.7	-	+4.52%	ATR波动率比>1.2（宽松） & MACD柱<0(空头)（宽松） & RSI>70（严格） & 上影线/实体>1.5（宽松）
323	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	-	+2.46%	MACD柱<0(空头)（宽松） & OBV方向卖压（宽松） & RSI>60（宽松） & 上影线/实体>1.5（宽松） & 量比>1.8（严格）
324	做空	精品	1	9	6	66.7%	66.7%	0.000	78.7	多头57%	+2.46%	KDJ-K>65（宽松） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & RSI>70（严格） & 上影线/实体>1.5（宽松）
325	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头100%	+3.46%	KDJ-K<25（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI<40（宽松）
326	做多	精品	1	13	10	76.9%	76.9%	0.000	78.7	空头78%	+2.82%	连续阴线≥2（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比>1.3（宽松）
327	做多	精品	1	24	18	75.0%	75.0%	0.000	78.7	空头74%  震荡80%	+4.56%	布林位置<0.25（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
328	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	空头73%  震荡80%	+3.04%	布林位置<0.15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比>1.3（宽松）
329	做多	精品	1	16	12	75.0%	75.0%	0.000	78.7	空头75%	+3.04%	连续阴线≥2（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
330	做多	精品	1	8	6	75.0%	75.0%	0.000	78.7	空头67%	+1.52%	KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & OBV方向买压（宽松） & RSI温和<50（宽松）
331	做多	精品	1	9	9	100.0%	100.0%	0.000	78.7	空头100%	+4.86%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<45（严格） & 量比>1.3（宽松）
332	做多	精品	1	10	9	90.0%	90.0%	0.000	78.7	-	+4.00%	布林中区<0.35（严格） & 下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & RSI<30（严格）
333	做多	精品	1	9	8	88.9%	88.9%	0.000	78.7	空头100%	+3.46%	ATR波动率比>1.2（宽松） & 连续阴线≥2（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
334	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	-	+2.92%	布林中区<0.35（严格） & 下影线/实体>2.5（严格） & MACD柱>0(多头)（宽松） & RSI<30（严格）
335	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	空头86%	+2.92%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & KDJ-K<25（严格） & MACD柱翻正（严格）
336	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	空头100%	+2.92%	ATR波动率比>1.2（宽松） & KDJ-K<25（严格） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格）
337	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	空头80%	+2.92%	KDJ-K<25（严格） & MACD柱翻正（严格） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
338	做多	精品	1	8	7	87.5%	87.5%	0.000	78.7	震荡80%	+2.92%	布林位置<0.25（宽松） & 连续阴线≥3（严格） & 下影线/实体>1.5（宽松） & OBV方向买压（宽松）
339	做多	精品	1	13	11	84.6%	84.6%	0.000	78.7	多头100%  ⚠空头60%	+4.22%	下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & RSI<30（严格）
340	做多	精品	1	24	20	83.3%	83.3%	0.000	78.7	空头82%  震荡86%	+7.36%	ATR波动率比>1.2（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<50（宽松）
341	做多	精品	1	12	10	83.3%	83.3%	0.000	78.7	空头90%	+3.68%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<50（宽松） & 量比>1.3（宽松）
342	做多	精品	1	12	10	83.3%	83.3%	0.000	78.7	空头83%  震荡83%	+3.68%	ATR波动率比>1.2（宽松） & 连续阴线≥3（严格） & MA5斜率向下（宽松） & OBV方向买压（宽松） & 量比>1.8（严格）
343	做多	精品	1	11	9	81.8%	81.8%	0.000	78.7	空头88%	+3.14%	ATR波动率比>1.2（宽松） & KDJ-K<25（严格） & MACD柱翻正（严格）
344	做多	精品	1	11	9	81.8%	81.8%	0.000	78.7	-	+3.14%	ATR波动率比>1.8（严格） & 下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
345	做多	精品	1	11	9	81.8%	81.8%	0.000	78.7	空头80%	+3.14%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI温和<45（严格） & 量比温和>1.1（宽松）
346	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	-	+2.60%	下影线/实体>2.5（严格） & MACD柱>0(多头)（宽松） & RSI<30（严格）
347	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头83%	+2.60%	KDJ-J<15（严格） & 下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比温和>1.1（宽松）
348	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头100%  ⚠震荡60%	+2.60%	KDJ-J<15（严格） & 下影线/实体>2.5（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
349	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	震荡80%	+2.60%	下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
350	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	⚠空头60%	+2.60%	布林中区<0.35（严格） & 下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & 量比>1.8（严格）
351	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头82%	+3.36%	连续阴线≥2（宽松） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松） & 量比>1.8（严格）
352	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头100%  ⚠震荡40%	+3.36%	下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松） & RSI<30（严格） & 量比>1.3（宽松）
353	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头67%	+2.06%	KDJ-K<25（严格） & MACD柱翻正（严格） & 量比温和>1.1（宽松）
354	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	-	+2.06%	布林位置<0.15（严格） & KDJ-K<35（宽松） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
355	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头83%	+2.06%	布林位置<0.25（宽松） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松） & RSI<30（严格） & 量比>1.8（严格）
356	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	空头100%	+2.06%	下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & OBV方向买压（宽松） & RSI<30（严格） & 量比>1.3（宽松）
357	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	-	+2.06%	ATR波动率比>1.2（宽松） & 下影线/实体>1.5（宽松） & MACD柱翻正（严格） & RSI温和<45（严格） & 量比>1.3（宽松）
358	做多	精品	1	9	7	77.8%	77.8%	0.000	78.7	震荡100%	+2.06%	下影线/实体>1.5（宽松） & MA5斜率向下（宽松） & MACD柱翻正（严格） & RSI温和<50（宽松） & 量比>1.3（宽松）
